date,consumption
7/18/10 10:00,39.3
7/18/10 11:00,39.6
7/18/10 12:00,39.8
7/18/10 13:00,42.3
7/18/10 14:00,44.6
7/18/10 15:00,46.5
7/18/10 16:00,40.1
7/18/10 17:00,25.3
7/18/10 18:00,9.6
7/18/10 19:00,5.2
7/18/10 20:00,5.2
7/18/10 21:00,5.2
7/18/10 22:00,5.2
7/18/10 23:00,15.9
7/19/10 0:00,21
7/19/10 1:00,16.7
7/19/10 2:00,4.9
7/19/10 3:00,5.1
7/19/10 4:00,4.9
7/19/10 5:00,20.9
7/19/10 6:00,41
7/19/10 7:00,37.1
7/19/10 8:00,41.1
7/19/10 9:00,42
7/19/10 10:00,50.1
7/19/10 11:00,42.4
7/19/10 12:00,40.1
7/19/10 13:00,38.6
7/19/10 14:00,38.6
7/19/10 15:00,38.7
7/19/10 16:00,39.1
7/19/10 17:00,41.9
7/19/10 18:00,45.9
7/19/10 19:00,45.1
7/19/10 20:00,39.8
7/19/10 21:00,30.2
7/19/10 22:00,5.4
7/19/10 23:00,10.7
7/20/10 0:00,17.5
7/20/10 1:00,19.5
7/20/10 2:00,4.9
7/20/10 3:00,5
7/20/10 4:00,5
7/20/10 5:00,22.2
7/20/10 6:00,44.1
7/20/10 7:00,43.6
7/20/10 8:00,41
7/20/10 9:00,43.4
7/20/10 10:00,44.7
7/20/10 11:00,43.3
7/20/10 12:00,38.6
7/20/10 13:00,40.1
7/20/10 14:00,40.7
7/20/10 15:00,39.4
7/20/10 16:00,39.2
7/20/10 17:00,42
7/20/10 18:00,41.6
7/20/10 19:00,40.8
7/20/10 20:00,38.3
7/20/10 21:00,31.8
7/20/10 22:00,5.2
7/20/10 23:00,4.8
7/21/10 0:00,9.2
7/21/10 1:00,4.6
7/21/10 2:00,15.7
7/21/10 3:00,22.7
7/21/10 4:00,4.9
7/21/10 5:00,21.4
7/21/10 6:00,41.6
7/21/10 7:00,43.2
7/21/10 8:00,39.3
7/21/10 9:00,49.4
7/21/10 10:00,44.1
7/21/10 11:00,42.3
7/21/10 12:00,40.2
7/21/10 13:00,38.4
7/21/10 14:00,41
7/21/10 15:00,37.2
7/21/10 16:00,40
7/21/10 17:00,39.8
7/21/10 18:00,44.3
7/21/10 19:00,38.7
7/21/10 20:00,36.5
7/21/10 21:00,31.4
7/21/10 22:00,5.1
7/21/10 23:00,13.5
7/22/10 0:00,22.6
7/22/10 1:00,22
7/22/10 2:00,4.8
7/22/10 3:00,4.6
7/22/10 4:00,4.6
7/22/10 5:00,23.3
7/22/10 6:00,48.9
7/22/10 7:00,46.8
7/22/10 8:00,45.9
7/22/10 9:00,47.5
7/22/10 10:00,40.6
7/22/10 11:00,41.7
7/22/10 12:00,37.4
7/22/10 13:00,39.7
7/22/10 14:00,39
7/22/10 15:00,36.4
7/22/10 16:00,38.5
7/22/10 17:00,40
7/22/10 18:00,43.7
7/22/10 19:00,41.5
7/22/10 20:00,37.3
7/22/10 21:00,14.8
7/22/10 22:00,5.1
7/22/10 23:00,17
7/23/10 0:00,20.6
7/23/10 1:00,18.2
7/23/10 2:00,4.7
7/23/10 3:00,4.7
7/23/10 4:00,4.5
7/23/10 5:00,22.9
7/23/10 6:00,49.3
7/23/10 7:00,45.8
7/23/10 8:00,40.9
7/23/10 9:00,41.8
7/23/10 10:00,48.4
7/23/10 11:00,43
7/23/10 12:00,40.8
7/23/10 13:00,37.2
7/23/10 14:00,39.6
7/23/10 15:00,39.3
7/23/10 16:00,37.5
7/23/10 17:00,38.2
7/23/10 18:00,40.1
7/23/10 19:00,35.8
7/23/10 20:00,15.7
7/23/10 21:00,5.2
7/23/10 22:00,5.1
7/23/10 23:00,4.9
7/24/10 0:00,21.3
7/24/10 1:00,21.1
7/24/10 2:00,4.7
7/24/10 3:00,4.8
7/24/10 4:00,4.8
7/24/10 5:00,4.8
7/24/10 6:00,23.5
7/24/10 7:00,44
7/24/10 8:00,42
7/24/10 9:00,47.6
7/24/10 10:00,48.2
7/24/10 11:00,41.6
7/24/10 12:00,41.2
7/24/10 13:00,37.8
7/24/10 14:00,39.8
7/24/10 15:00,40.6
7/24/10 16:00,39
7/24/10 17:00,30.6
7/24/10 18:00,12.6
7/24/10 19:00,5
7/24/10 20:00,5.3
7/24/10 21:00,5.1
7/24/10 22:00,5.1
7/24/10 23:00,13.6
7/25/10 0:00,22.2
7/25/10 1:00,17.3
7/25/10 2:00,4.7
7/25/10 3:00,4.8
7/25/10 4:00,4.7
7/25/10 5:00,4.7
7/25/10 6:00,5
7/25/10 7:00,5.4
7/25/10 8:00,35.5
7/25/10 9:00,44.8
7/25/10 10:00,41.1
7/25/10 11:00,39.4
7/25/10 12:00,35.9
7/25/10 13:00,40.1
7/25/10 14:00,39.2
7/25/10 15:00,40.1
7/25/10 16:00,38.6
7/25/10 17:00,26.2
7/25/10 18:00,9.7
7/25/10 19:00,5.3
7/25/10 20:00,5.3
7/25/10 21:00,5.1
7/25/10 22:00,5.2
7/25/10 23:00,16.8
7/26/10 0:00,21.2
7/26/10 1:00,16.2
7/26/10 2:00,4.9
7/26/10 3:00,4.7
7/26/10 4:00,4.7
7/26/10 5:00,22.1
7/26/10 6:00,43.6
7/26/10 7:00,38.6
7/26/10 8:00,37
7/26/10 9:00,42.9
7/26/10 10:00,48.8
7/26/10 11:00,41.4
7/26/10 12:00,38.9
7/26/10 13:00,36.9
7/26/10 14:00,37.6
7/26/10 15:00,38.2
7/26/10 16:00,36.8
7/26/10 17:00,42.8
7/26/10 18:00,45.5
7/26/10 19:00,49.5
7/26/10 20:00,38.6
7/26/10 21:00,35.8
7/26/10 22:00,5.1
7/26/10 23:00,4.9
7/27/10 0:00,21.6
7/27/10 1:00,15.6
7/27/10 2:00,4.8
7/27/10 3:00,4.7
7/27/10 4:00,4.7
7/27/10 5:00,20.8
7/27/10 6:00,42
7/27/10 7:00,37.9
7/27/10 8:00,36.6
7/27/10 9:00,40.2
7/27/10 10:00,46.8
7/27/10 11:00,42.2
7/27/10 12:00,38.9
7/27/10 13:00,38.3
7/27/10 14:00,38.8
7/27/10 15:00,39.6
7/27/10 16:00,38.3
7/27/10 17:00,40.4
7/27/10 18:00,41.4
7/27/10 19:00,46.6
7/27/10 20:00,42
7/27/10 21:00,33.4
7/27/10 22:00,5.2
7/27/10 23:00,7.9
7/28/10 0:00,22.4
7/28/10 1:00,11.3
7/28/10 2:00,4.8
7/28/10 3:00,4.9
7/28/10 4:00,4.8
7/28/10 5:00,13.3
7/28/10 6:00,37.4
7/28/10 7:00,41.3
7/28/10 8:00,38.9
7/28/10 9:00,43.8
7/28/10 10:00,48.6
7/28/10 11:00,45.9
7/28/10 12:00,39.6
7/28/10 13:00,37.4
7/28/10 14:00,40
7/28/10 15:00,35.2
7/28/10 16:00,38.5
7/28/10 17:00,40.2
7/28/10 18:00,45.9
7/28/10 19:00,44.3
7/28/10 20:00,41
7/28/10 21:00,34.6
7/28/10 22:00,5.3
7/28/10 23:00,16.3
7/29/10 0:00,22.5
7/29/10 1:00,16.1
7/29/10 2:00,4.8
7/29/10 3:00,4.8
7/29/10 4:00,4.8
7/29/10 5:00,18.6
7/29/10 6:00,37.2
7/29/10 7:00,37.8
7/29/10 8:00,39
7/29/10 9:00,42.3
7/29/10 10:00,48.5
7/29/10 11:00,42.2
7/29/10 12:00,37.6
7/29/10 13:00,38.3
7/29/10 14:00,40.3
7/29/10 15:00,38.2
7/29/10 16:00,36.9
7/29/10 17:00,39.8
7/29/10 18:00,46.3
7/29/10 19:00,43.3
7/29/10 20:00,40.7
7/29/10 21:00,14
7/29/10 22:00,7.7
7/29/10 23:00,22
7/30/10 0:00,19.8
7/30/10 1:00,14.6
7/30/10 2:00,4.9
7/30/10 3:00,4.8
7/30/10 4:00,4.8
7/30/10 5:00,19.6
7/30/10 6:00,38.2
7/30/10 7:00,41.5
7/30/10 8:00,39.9
7/30/10 9:00,43.9
7/30/10 10:00,50.5
7/30/10 11:00,50.7
7/30/10 12:00,42.4
7/30/10 13:00,42.9
7/30/10 14:00,43.5
7/30/10 15:00,46.1
7/30/10 16:00,41.9
7/30/10 17:00,47
7/30/10 18:00,40.9
7/30/10 19:00,43.2
7/30/10 20:00,16
7/30/10 21:00,5.4
7/30/10 22:00,5.3
7/30/10 23:00,5
7/31/10 0:00,21.2
7/31/10 1:00,21.9
7/31/10 2:00,4.9
7/31/10 3:00,4.9
7/31/10 4:00,4.8
7/31/10 5:00,4.9
7/31/10 6:00,14.9
7/31/10 7:00,40.4
7/31/10 8:00,44.8
7/31/10 9:00,56.1
7/31/10 10:00,58.9
7/31/10 11:00,46.5
7/31/10 12:00,45.5
7/31/10 13:00,43.4
7/31/10 14:00,47.6
7/31/10 15:00,47.4
7/31/10 16:00,43.7
7/31/10 17:00,28.9
7/31/10 18:00,18.7
7/31/10 19:00,5.5
7/31/10 20:00,5.3
7/31/10 21:00,5.4
7/31/10 22:00,5.2
7/31/10 23:00,9.7
